participant_id:TMS_Type,participant_id,Residual 
0.00598027256650231, 0.0140989135956295, 0.0452995631053093  
0.00553956539682991, 0.0139793602604425, 0.0449797518776305  
0.00503310722435004, 0.00937763296076823, 0.0451777885860232  
0.00473520741178891, 0.0106966138728613, 0.0448430667663875  
0.00406677845086719, 0.0143499831641895, 0.0470747049839359  
0.00279569601033247, 0.0178807465942952, 0.0442853095338109  
0.0032475874059965, 0.0188540651278442, 0.04500077891764  
0.00371417243980604, 0.00618531746798496, 0.0452990842705216  
0.00452990126810588, 0.00887635536009026, 0.0459092489492019  
0.00274832654306275, 0.0104702583960624, 0.0443471788846736  
0.00526322578178414, 0.00830455062972454, 0.0452805861857164  
0.00374086146611229, 0.0155617183996587, 0.0459447881359263  
0.00287097727857488, 0.00761394451797599, 0.0433530582769666  
0.00426639975712201, 0.0113883265101015, 0.0440405013462007  
0.0034165005869176, 0.0116811786744442, 0.0446329930693089  
0.00371339012278311, 0.0186099435807565, 0.046154585787379  
0.00704906650499315, 0.0141594688595139, 0.0465829975450852  
0.00458649711633462, 0.00705088179255197, 0.0463972666127343  
0.00534560833815334, 0.0141224120671274, 0.0447131570946175  
0.00442462164499362, 0.0114488966495588, 0.0456321248926824  
0.00552841777404812, 0.0120097514998349, 0.0454086028821233  
0.00738808499996738, 0.00997524998380808, 0.0448892484969012  
0.0035794476628284, 0.014028516852889, 0.0456270251328696  
0.00339690344636196, 0.0132368086269537, 0.0460832449209739  
0.00324067188438125, 0.0185980288540693, 0.0443609554693713  
0.00249326214942997, 0.0136141569306357, 0.0461117851819401  
0.00388240718857172, 0.0113471334784517, 0.0460462709515538  
0.00396065837716336, 0.0199047240376075, 0.0447572268822558  
0.00385844844772176, 0.017338607625764, 0.0459516271581011  
0.00419809864002363, 0.0140348651766262, 0.0461263908513668  
0.00475902577583931, 0.0131633866068577, 0.0450766155953501  
0.00330994285666733, 0.0123936294640092, 0.046228896700679  
0.00493588723579755, 0.0154728694570652, 0.0473634701634702  
0.00490160524978683, 0.00749434057216118, 0.0441544118307896  
0.0119401201817168, 0.00925247193524637, 0.0461500463905547  
0.00139686276663241, 0.0149943489285573, 0.044932470684461  
0.00302945093372137, 0.0127018536430145, 0.0442907855341299  
0.00288967377685975, 0.0197872926915676, 0.0446582146833054  
0.00337648872010422, 0.0114978787585332, 0.0448085117000454  
0.00291685465539425, 0.00889928171979194, 0.0450873060536704  
0.00489022136521063, 0.0190129471425266, 0.0441966275156533  
0.0033534441418264, 0.0152660721058857, 0.0442056918074231  
0.00455703555636398, 0.0100333296962707, 0.0452881371991834  
0.00789334466860143, 0.0166360561479765, 0.0445906443189022  
0.00768623007994482, 0.00553034071593757, 0.0454734885581  
0.00172598744939627, 0.0132859354304704, 0.0448177507290941  
0.00227477190590975, 0.0143625513259303, 0.0464193792184291  
0.00370365899371045, 0.0166000957954848, 0.044920310838348  
0.00341249729230162, 0.0116250115809949, 0.0460280662315081  
0.00811432532525078, 0.0136772290202009, 0.0451709213285074  
0.00712707438678595, 0.0145092999484976, 0.0457103620455151  
